"T","mu_theta_1_if","mu_theta_1_slab","theta_2_if","theta_2_slab","theta_3","theta_4_if","theta_4_slab","theta_5","mu_theta_6","mu_theta_6b","mu_theta_7","theta_9_if","theta_9_slab","theta_6xc","theta_1_slab_Ca_smallM","theta_1_if_reg_Al","theta_1_if_reg_Ca","theta_1_if_reg_CAM","theta_1_if_reg_Ja","theta_1_if_reg_NZ","theta_1_if_reg_SA","theta_1_if_reg_Tw","theta_1_slab_reg_Al","theta_1_slab_reg_Ca","theta_1_slab_reg_CAM","theta_1_slab_reg_Ja","theta_1_slab_reg_NZ","theta_1_slab_reg_SA","theta_1_slab_reg_Tw","theta7_reg_Al","theta7_reg_Ca","theta7_reg_CAM","theta7_reg_Ja","theta7_reg_NZ","theta7_reg_SA","theta7_reg_Tw","theta_6_x1_reg_Al","theta_6_x1_reg_Ca","theta_6_x1_reg_CAM","theta_6_x1_reg_Ja","theta_6_x1_reg_NZ","theta_6_x1_reg_SA","theta_6_x1_reg_Tw","theta_6_x2_reg_Al","theta_6_x2_reg_Ca","theta_6_x2_reg_CAM","theta_6_x2_reg_Ja","theta_6_x2_reg_NZ","theta_6_x2_reg_SA","theta_6_x2_reg_Tw","theta_6_x3_reg_Al","theta_6_x3_reg_Ca","theta_6_x3_reg_CAM","theta_6_x3_reg_Ja","theta_6_x3_reg_NZ","theta_6_x3_reg_SA","theta_6_x3_reg_Tw","theta_6_1_reg_Al","theta_6_1_reg_Ca","theta_6_1_reg_CAM","theta_6_1_reg_Ja","theta_6_1_reg_NZ","theta_6_1_reg_SA","theta_6_1_reg_Tw","theta_6_2_reg_Al","theta_6_2_reg_Ca","theta_6_2_reg_CAM","theta_6_2_reg_Ja","theta_6_2_reg_NZ","theta_6_2_reg_SA","theta_6_2_reg_Tw","theta_6_3_reg_Al","theta_6_3_reg_Ca","theta_6_3_reg_CAM","theta_6_3_reg_Ja","theta_6_3_reg_NZ","theta_6_3_reg_SA","theta_6_3_reg_Tw","dzb_if","dzb_slab","nft_1","nft_2","phi","tau","psi_theta_1_f","psi_theta_1_if","psi_theta_6","psi_theta_6b","psi_theta_7","L_reg.1.1","L_reg.2.1","L_reg.3.1","L_reg.4.1","L_reg.5.1","L_reg.6.1","L_reg.7.1","L_reg.8.1","L_reg.9.1","L_reg.1.2","L_reg.2.2","L_reg.3.2","L_reg.4.2","L_reg.5.2","L_reg.6.2","L_reg.7.2","L_reg.8.2","L_reg.9.2","L_reg.1.3","L_reg.2.3","L_reg.3.3","L_reg.4.3","L_reg.5.3","L_reg.6.3","L_reg.7.3","L_reg.8.3","L_reg.9.3","L_reg.1.4","L_reg.2.4","L_reg.3.4","L_reg.4.4","L_reg.5.4","L_reg.6.4","L_reg.7.4","L_reg.8.4","L_reg.9.4","L_reg.1.5","L_reg.2.5","L_reg.3.5","L_reg.4.5","L_reg.5.5","L_reg.6.5","L_reg.7.5","L_reg.8.5","L_reg.9.5","L_reg.1.6","L_reg.2.6","L_reg.3.6","L_reg.4.6","L_reg.5.6","L_reg.6.6","L_reg.7.6","L_reg.8.6","L_reg.9.6","L_reg.1.7","L_reg.2.7","L_reg.3.7","L_reg.4.7","L_reg.5.7","L_reg.6.7","L_reg.7.7","L_reg.8.7","L_reg.9.7","L_reg.1.8","L_reg.2.8","L_reg.3.8","L_reg.4.8","L_reg.5.8","L_reg.6.8","L_reg.7.8","L_reg.8.8","L_reg.9.8","L_reg.1.9","L_reg.2.9","L_reg.3.9","L_reg.4.9","L_reg.5.9","L_reg.6.9","L_reg.7.9","L_reg.8.9","L_reg.9.9","theta_1_if_reg_global","theta_1_slab_reg_global","theta7_reg_global","theta_6_x1_reg_global","theta_6_x2_reg_global","theta_6_x3_reg_global","theta_6_1_reg_global","theta_6_2_reg_global","theta_6_3_reg_global"
-1,6.59172,9.22151,-2.24184,-2.64721,0.124597,1.01241,1.21064,0.0756461,-0.00142306,-0.00294951,1.75012,0.0187445,0.0179805,-0.329369,8.69019,6.55531,6.66775,6.6269,6.65937,6.4898,6.74288,6.57519,9.40417,9.24281,9.38193,9.39069,9.34406,9.05304,9.05891,1.40836,1.51858,1.72192,1.53959,1.72011,2.15473,1.71197,-0.00249426,-0.00230083,-0.00253669,-0.00424231,-0.002694,-0.00134487,-0.0041533,-0.00343921,-0.00229833,-0.000894568,-0.00119608,-0.00292597,-0.00122942,-0.00458336,-0.0036623,-0.0024317,-0.00270079,-0.000312904,-0.00412932,-0.00303802,-0.00245038,-0.00178936,-0.00400666,-0.00298779,-0.00273194,-0.00331835,-0.00304069,-0.00430193,-0.00178812,-0.00138856,-0.00153751,-0.00198203,-0.000196311,-0.00123469,-0.00196324,-0.00213108,-0.00356783,-0.00205703,-0.00410126,-0.00219858,-0.00476261,-0.00207042,14.9793,-4.68032,0.942011,0.212571,0.515288,0.464062,0.0696051,0.139651,0.00125961,0.0012146,0.189053,1,-0.500123,0.176062,0.0705748,0.296771,0.599175,0.0814882,-0.401328,-0.383808,0,0.865954,-0.472064,0.0552616,0.581871,0.0169296,0.089857,0.350825,0.188002,0,0,0.863804,-0.313087,0.230133,-0.329781,-0.0685065,0.144153,-0.26227,0,0,0,0.945485,0.336512,-0.296337,0.266127,0.0631028,-0.062359,0,0,0,0,0.638085,0.179491,-0.156042,0.193731,-0.0615779,0,0,0,0,0,0.641806,-0.249481,0.192947,-0.505405,0,0,0,0,0,0,0.907292,-0.605909,-0.000712036,0,0,0,0,0,0,0,0.499209,-0.342627,0,0,0,0,0,0,0,0,0.606674,6.6699084627006915,9.120897361392746,1.8944842449816537,-0.0028706462225557765,-0.0035535878159254457,-0.002433981109546046,-0.0037141109654409885,-0.0019667786783355468,-0.0035329690941736675
-1,6.22111,9.10923,-2.22073,-2.6541,0.131381,1.13886,1.21699,0.0740657,-0.00129713,-0.00319976,1.6382,0.0211249,0.0094237,-0.363119,8.39789,6.07935,6.09544,6.18511,6.37069,6.39746,6.26416,6.26951,9.19265,9.01881,9.01386,9.28583,9.15106,9.01012,9.03499,1.38449,1.4954,1.91781,1.54004,1.79513,2.06051,1.71331,-0.00399409,-0.00205641,-0.00139928,-0.00442884,-0.00340062,-0.00129598,-0.00239683,-0.00325308,-0.00418568,-0.000361297,-0.00111342,-0.00310224,-0.00162466,-0.00341601,-0.00324668,-0.00453116,-0.00487779,-0.00069688,-0.00242658,-0.00325526,-0.00326617,-0.00215457,-0.00322137,-0.00484034,-0.00263,-0.00423811,-0.00291151,-0.00236585,-0.00146257,-0.00153266,-0.000707093,-0.0020802,-0.000692902,-0.00102521,-0.00217677,-0.00442985,-0.00336108,-0.00191353,-0.00448675,-0.00313953,-0.001277,-0.00175966,14.7523,0.727779,0.923985,0.212235,0.514885,0.448049,0.0945612,0.082785,0.000651421,0.00122105,0.232141,1,0.0800967,0.0669948,-0.0451991,0.0421976,0.2176,-0.296031,0.0590631,0.17691,0,0.996787,-0.311792,-0.782882,-0.202306,0.679703,-0.0086288,-0.110367,-0.418377,0,0,0.947786,0.0754983,0.575291,0.212063,-0.212066,0.030354,0.293481,0,0,0,0.615917,0.45368,0.219235,-0.397728,-0.417895,-0.0663605,0,0,0,0,0.648465,-0.0197654,0.38578,-0.0957847,0.0585355,0,0,0,0,0,0.630261,0.352314,-0.200716,0.293417,0,0,0,0,0,0,0.66044,-0.469048,0.0680381,0,0,0,0,0,0,0,0.734374,0.449897,0,0,0,0,0,0,0,0,0.63763,6.188549002178598,9.07387241535837,1.4287580234447856,-0.002475986530905775,-0.004147345980649735,-0.0038811318705706584,-0.0026701278609257226,-0.00192813540414948,-0.0037094004652256972
-1,6.14102,9.08739,-2.18818,-2.65089,0.129122,1.15747,1.23684,0.128495,-0.00151105,-0.00300477,1.70736,0.0221967,0.0111699,-0.325651,8.41231,6.08478,6.13948,6.12763,6.18496,6.08564,6.07495,6.09941,9.29081,9.19576,9.20389,9.23296,9.15146,9.07973,8.93454,1.29916,1.4966,1.92803,1.53103,1.78284,2.19214,1.67649,-0.00146088,-0.00420306,-0.00198463,-0.00407265,-0.00298924,-0.0011528,-0.000534874,-0.0010507,-0.0025592,-0.000395173,-0.00140022,-0.00210312,-0.00096304,-0.00384162,-0.0025185,-0.00325097,-0.00079718,-0.000278327,-0.00409376,-0.00242035,-0.00530553,-0.00636802,-0.00331596,-0.0030817,-0.00324946,-0.00629376,-0.0029764,-0.00369371,-0.00171573,-0.00125894,-0.00100896,-0.00203933,-0.000167062,-0.00114462,-0.00181633,-0.00118574,-0.00289574,-0.00541367,-0.00415612,-0.00225103,-0.00445801,-0.00456897,18.0507,-6.45822,0.903335,0.200322,0.512608,0.444317,0.0470757,0.12496,0.000833228,0.0014633,0.195022,1,-0.388017,-0.0289464,-0.0313509,-0.202387,0.230996,-0.0510825,-0.0107615,-0.518532,0,0.921652,-0.36806,-0.144299,0.174135,0.339621,-0.460518,0.237193,0.120714,0,0,0.929351,0.0530874,-0.0169346,0.177604,0.273683,0.24152,-0.392022,0,0,0,0.987612,-0.0785188,0.294973,-0.258946,-0.302125,-0.0475885,0,0,0,0,0.960346,0.272098,-0.151686,0.134658,-0.0297656,0,0,0,0,0,0.799193,0.19841,-0.405935,-0.0648982,0,0,0,0,0,0,0.762223,-0.292822,-0.0378847,0,0,0,0,0,0,0,0.724811,0.269798,0,0,0,0,0,0,0,0,0.693745,6.088734633252362,9.10293280891963,1.6953384720736169,-0.004027641946531029,-0.004638848709290388,-0.004391530325528295,-0.001638692279416328,-0.0018342106816442126,-0.0017757138797383813
-1,6.26298,9.35082,-2.17758,-2.62848,0.125621,1.10731,1.29812,0.0709208,-0.00123356,-0.00316193,1.74414,0.0191891,0.00707478,-0.380363,8.71704,6.152,6.29805,6.08233,6.38882,6.41035,6.33995,6.3967,9.4894,9.2645,9.32979,9.36614,9.25679,9.35837,9.07944,1.30962,1.56025,1.64559,1.54171,1.77668,2.0297,1.67425,-0.00438527,-0.00296924,-0.00267742,-0.00415275,-0.00220494,-0.00159693,-0.00352712,-0.00523794,-0.0024758,-0.000155822,-0.00112443,-0.00387248,-0.00103051,-0.0031017,-0.00227369,-0.0025708,-0.00330549,-0.00003604,-0.00422601,-0.00398381,-0.00268037,-0.00090214,-0.00472491,-0.00281346,-0.00449245,-0.00196994,-0.00331758,-0.00494407,-0.00162168,-0.00151039,-0.000926456,-0.00216761,-0.000623799,-0.00128168,-0.00186845,-0.00305378,-0.00430991,-0.0039614,-0.00433536,-0.00133378,-0.00269276,-0.00110748,17.3694,-2.75546,0.970587,0.20359,0.514479,0.448515,0.105244,0.146013,0.000417909,0.00141192,0.233011,1,-0.0264505,-0.136836,0.15086,-0.0905408,0.095785,-0.0340359,-0.299668,0.412589,0,0.99965,-0.408008,0.0270088,-0.223894,0.0486661,0.561648,-0.42681,0.0387931,0,0,0.902666,-0.195736,-0.206231,-0.0356126,0.0228633,0.109886,0.415888,0,0,0,0.968607,0.209756,-0.443436,0.424298,0.292442,0.125924,0,0,0,0,0.92474,0.251442,-0.284066,-0.125418,-0.149692,0,0,0,0,0,0.852836,-0.00612341,-0.347364,-0.041342,0,0,0,0,0,0,0.6497,0.0574311,0.307162,0,0,0,0,0,0,0,0.700532,-0.106047,0,0,0,0,0,0,0,0,0.713957,6.173458636114495,9.270937805796953,2.058412149047229,-0.0020134738495314907,-0.004540144967435654,-0.006266559371136586,-0.00219704418517202,-0.00040635052876751836,-0.0026521919587853683
-1,6.12011,9.29204,-2.13887,-2.61479,0.124754,1.11256,1.32686,0.133725,-0.00166374,-0.00259899,1.78925,0.0164302,0.0111774,-0.36008,8.80841,6.106,6.18753,5.99755,6.24564,6.15708,6.09557,6.15356,9.58699,9.23247,9.07198,9.35918,9.19522,9.10229,9.06825,1.30428,1.50146,1.98552,1.53699,1.79474,2.16729,1.68572,-0.00257002,-0.00300193,-0.00149433,-0.00428373,-0.00269573,-0.00192694,-0.00403693,-0.00150836,-0.00420203,-0.00162775,-0.00125298,-0.00125639,-0.00120257,-0.00349676,-0.00116061,-0.00235051,-0.00237289,-0.00045608,-0.00234437,-0.00330487,-0.00124149,0.000454709,-0.00256912,-0.0021052,-0.00353338,-0.00301495,-0.00329971,-0.00341736,-0.00179985,-0.00146635,-0.00131593,-0.00217738,-0.00135052,-0.00114981,-0.00210638,-0.00168863,-0.00322503,-0.0020078,-0.00469655,-0.00349466,-0.0031762,-0.00297018,19.5256,-11.6288,0.94094,0.21744,0.508446,0.445976,0.057777,0.129491,0.000514793,0.00143815,0.259651,1,0.0708785,-0.490002,-0.347837,-0.238342,0.309676,-0.272101,-0.232155,-0.570789,0,0.997485,-0.216685,0.128873,0.0884153,-0.12578,0.249288,-0.0199291,0.304016,0,0,0.844361,0.493308,0.0070469,-0.40928,-0.00427313,0.235911,-0.360261,0,0,0,0.786796,-0.199124,0.301995,0.44487,0.0176376,-0.165711,0,0,0,0,0.946402,0.268413,0.225138,0.537121,-0.0485707,0,0,0,0,0,0.746675,0.438821,-0.0471674,0.0344861,0,0,0,0,0,0,0.650106,0.342219,-0.0613185,0,0,0,0,0,0,0,0.694193,0.298698,0,0,0,0,0,0,0,0,0.57271,6.049096911020755,9.437670164152562,1.7194823798751124,-0.0019062023377232327,-0.0032795652446237764,-0.004591589676618872,-0.0031938778936322497,-0.001862402535143507,-0.00021474061926017194
-1,6.24231,9.26434,-2.17587,-2.64409,0.128306,1.00674,1.34589,0.157777,-0.0010096,-0.0022233,1.7891,0.0152558,0.0112863,-0.316366,8.62274,6.13645,6.18451,6.28572,6.39875,6.05894,6.22115,6.38512,9.42336,9.29126,9.08537,9.46504,9.42855,9.22337,9.14379,1.48711,1.56701,2.17991,1.54252,1.83694,2.11917,1.67765,-0.0036717,-0.00226149,-0.00239495,-0.0042307,-0.0030734,-0.00118674,-0.00282711,-0.00309965,-0.00177078,-0.000695483,-0.00132561,-0.00486154,-0.00163126,-0.000543812,-0.0019446,-0.00284764,-0.00165694,-0.000448444,-0.00182131,-0.00295315,-0.00107356,-0.0022667,-0.0023693,-0.0017084,-0.00117532,-0.00151629,-0.00267498,-0.00256571,-0.00176086,-0.00143875,-0.00120928,-0.00195672,-0.000169064,-0.0013187,-0.00215574,-0.00331721,-0.00283034,-0.00201673,-0.00394888,-0.00272223,-0.00138138,-0.00288652,15.1198,-10.1217,0.919732,0.204536,0.509142,0.461897,0.0941123,0.110882,0.000698675,0.000816686,0.21272,1,-0.254183,0.116811,-0.0199845,0.585071,0.0560566,0.222227,-0.363691,0.194792,0,0.967156,0.135393,-0.249875,-0.111008,0.200666,-0.207863,-0.104229,-0.379809,0,0,0.983882,0.0781663,-0.151543,0.20354,-0.137717,-0.0592666,0.382456,0,0,0,0.964911,0.0854077,-0.687456,-0.413201,0.0895656,0.514987,0,0,0,0,0.784289,-0.0192133,-0.14042,-0.275463,-0.156276,0,0,0,0,0,0.664979,-0.490569,-0.138685,-0.38492,0,0,0,0,0,0,0.676262,0.331935,-0.0479865,0,0,0,0,0,0,0,0.800023,0.124273,0,0,0,0,0,0,0,0,0.464741,6.170072514400294,9.467757959578051,1.9620598600820982,-0.002345858150592948,-0.0035218407192934686,-0.0023815026813190044,-0.0029664306329989587,-0.0008401922819054904,-0.001461476518543251
-1,6.35479,9.41087,-2.2177,-2.64736,0.128586,1.03863,1.35176,0.0360406,-0.0013904,-0.00240603,1.77833,0.0163436,0.0107259,-0.393947,8.53323,6.22282,6.35866,6.46838,6.54651,6.26502,6.46686,6.47912,9.42147,9.36481,9.45771,9.47329,9.42848,9.35783,9.1912,1.3341,1.51454,1.7973,1.54448,1.85345,2.12962,1.66969,-0.00267166,-0.00320659,-0.00277414,-0.00411624,-0.00380151,-0.00185787,-0.00104128,-0.00401598,-0.00245431,-0.000467825,-0.00106879,-0.00132832,-0.00183954,-0.00222863,-0.00144476,-0.00195887,-0.00301566,-0.0000466198,-0.00325217,-0.00329753,-0.00361217,-0.00163445,-0.00259221,-0.00256843,-0.00173511,-0.00291836,-0.00405033,-0.00426589,-0.00151573,-0.00140379,-0.000901318,-0.00220135,0.00016447,-0.00149292,-0.00192549,-0.00249448,-0.00245219,-0.00122747,-0.00395664,-0.00103298,-0.0030387,-0.00338708,22.7032,-11.3679,0.940775,0.207416,0.512029,0.421408,0.112009,0.131464,0.00134218,0.00104024,0.245076,1,0.0762276,0.0227209,0.16019,0.353714,0.268942,-0.115416,-0.216594,-0.4044,0,0.99709,0.329474,-0.126553,0.153728,0.221804,0.468091,0.132948,0.395949,0,0,0.943891,0.226461,0.365161,-0.564261,-0.086438,0.221979,0.0805672,0,0,0,0.952386,-0.600373,0.0247724,-0.28611,-0.17343,-0.227905,0,0,0,0,0.597883,-0.266853,-0.102661,0.0371263,0.231623,0,0,0,0,0,0.698755,0.57967,-0.36886,-0.520207,0,0,0,0,0,0,0.57592,-0.0996248,0.190056,0,0,0,0,0,0,0,0.841842,0.0180543,0,0,0,0,0,0,0,0,0.510433,6.363895858393077,9.395207312989937,1.7786966231327679,-0.0024361149634041473,-0.002437665976194639,-0.001455678698445836,-0.0014499098300859224,-0.0037475842644094787,-0.003364054051455679
-1,6.49306,9.58984,-2.23106,-2.70511,0.128769,0.960768,1.38189,0.261261,-0.00111806,-0.00235227,1.64915,0.0128211,0.0131345,-0.295833,8.6727,6.38993,6.59382,6.54968,6.60674,6.67071,6.57892,6.5247,9.82441,9.58641,9.44592,9.77889,9.7833,9.68347,9.53752,1.33405,1.58385,1.8026,1.54392,1.74715,2.07342,1.68165,-0.00352413,-0.00232149,-0.00345557,-0.00437671,-0.001642,-0.00168185,-0.00332569,-0.00331829,-0.000993903,-0.00057485,-0.0012797,-0.00255169,-0.00155356,-0.00320335,-0.00185648,-0.00100886,-0.00306025,-0.000357359,-0.00152509,-0.00306854,-0.00141941,-0.00223065,-0.00305849,-0.00355637,-0.00269525,-0.00289827,-0.00356929,-0.00149931,-0.00147952,-0.00122217,-0.000702737,-0.00190633,-0.000989139,-0.00116325,-0.00170625,-0.0018812,-0.00249896,-0.00349919,-0.00415045,-0.00148341,-0.00486043,-0.00349325,33.0323,-17.0879,0.951942,0.214642,0.510392,0.470971,0.0901235,0.199457,0.000887947,0.00095045,0.234564,1,-0.0254656,0.402989,0.188225,0.122876,0.114733,-0.131032,-0.248927,-0.168452,0,0.999676,0.082783,-0.0102627,-0.142523,0.277395,-0.289983,0.315735,-0.208643,0,0,0.911453,0.0633652,-0.402844,-0.723754,0.0359616,0.460432,-0.453017,0,0,0,0.980026,-0.265619,-0.121342,0.128428,-0.103521,0.335336,0,0,0,0,0.855425,0.117755,-0.75506,0.315121,-0.14698,0,0,0,0,0,0.597894,0.292209,0.241324,-0.173958,0,0,0,0,0,0,0.474817,-0.0699711,-0.0835143,0,0,0,0,0,0,0,0.6732,0.631921,0,0,0,0,0,0,0,0,0.390198,6.543193154813637,9.368596324149383,1.3909443013164893,-0.001859472066367608,-0.0005104656153409731,-0.001785014833617443,-0.0037781686364389416,-0.0015686986502113428,-0.0009198678639136997
-1,6.38176,9.6599,-2.21074,-2.71346,0.128004,1.03263,1.32236,0.00310745,-0.00127887,-0.00201937,1.70513,0.0125009,0.0121623,-0.358947,8.89861,6.33369,6.18017,6.36488,6.53421,6.39531,6.41799,6.32124,9.76277,9.67703,9.63374,9.91699,9.61285,9.41284,9.41846,1.34019,1.57382,1.67254,1.52669,1.80713,2.08619,1.66262,-0.00204638,-0.000412088,-0.00204097,-0.00418217,-0.00185879,-0.0014788,-0.00191945,-0.0015417,-0.00478357,-0.00169525,-0.00109182,-0.000453715,-0.00126533,-0.00286474,-0.00246531,-0.00274509,-0.00129787,-0.000260883,-0.00292557,-0.00235812,-0.00284064,-0.000864649,-0.00141641,-0.00270898,-0.00266582,-0.00101459,-0.00261929,-0.00208024,-0.00156215,-0.00113269,-0.00149194,-0.00193717,-0.0000931348,-0.00107963,-0.0016298,-0.00244309,-0.00171525,-0.00173525,-0.00423567,-0.0016536,-0.000935749,-0.000433166,24.7581,-3.07348,0.939393,0.215896,0.511498,0.390434,0.0698931,0.129225,0.000434671,0.000882184,0.219831,1,0.0977952,0.273712,-0.191536,0.333018,0.32681,-0.4097,0.103913,-0.415702,0,0.995207,0.0138178,-0.0653271,0.00354819,0.0871558,0.272683,0.0990264,-0.676897,0,0,0.961712,0.324357,0.210873,0.0049816,-0.0410982,0.240383,0.197824,0,0,0,0.924034,-0.192113,-0.325702,-0.183149,0.361774,-0.143296,0,0,0,0,0.898728,-0.322519,0.333273,0.122226,0.10808,0,0,0,0,0,0.821872,-0.0985694,-0.254628,-0.0877169,0,0,0,0,0,0,0.775738,-0.00165279,0.262256,0,0,0,0,0,0,0,0.843181,-0.278255,0,0,0,0,0,0,0,0,0.379151,6.436575212223037,9.555299133192852,1.9688271705802411,-0.0013772504455879947,-0.0033930877726263188,-0.0008171393704862816,-0.0030206295810852883,-0.0017265410862205772,-0.0015058459049132943
-1,6.47276,9.2422,-2.20448,-2.63954,0.127093,0.959838,1.24642,0.228033,-0.000983652,-0.00260466,1.61573,0.00481153,0.0125461,-0.310095,8.39653,6.39878,6.99478,6.3401,6.7648,6.59509,6.50395,6.15048,9.56961,9.15015,9.27018,9.62201,9.39414,9.36247,9.0506,1.29881,1.56522,2.03216,1.55724,1.75508,2.03161,1.67484,-0.00432519,-0.00157972,-0.00297731,-0.00422175,-0.00258655,-0.00143346,-0.00238392,-0.00239484,-0.00204896,-4.15067e-6,-0.00124364,-0.00102088,-0.00109299,-0.00265368,-0.00181895,-0.00131242,-0.00110692,-0.000628675,-0.00336495,-0.00160122,-0.00140156,-0.00281761,-0.00170609,-0.00435781,-0.00172077,-0.00403773,-0.00358004,-0.00445596,-0.00153812,-0.00151323,-0.000325012,-0.00198945,0.00045852,-0.00102288,-0.00186389,-0.00262276,-0.00407113,-0.00353743,-0.00421478,-0.00368517,-0.0041548,-0.00271501,7.4788,-15.7723,0.934925,0.200341,0.513121,0.474124,0.179198,0.312732,0.000808423,0.00100194,0.207234,1,0.222147,-0.330003,-0.182884,-0.132562,0.143822,0.374012,-0.0898741,-0.0498822,0,0.975013,-0.25315,-0.498768,0.444209,0.232113,-0.104303,0.0146435,0.286626,0,0,0.909402,0.341666,0.422031,-0.0632371,-0.298142,0.38311,-0.439686,0,0,0,0.775273,-0.106692,0.217523,0.107285,-0.381742,0.274568,0,0,0,0,0.771759,0.550646,-0.289966,-0.0296799,-0.27534,0,0,0,0,0,0.755588,0.0619965,-0.64638,-0.201691,0,0,0,0,0,0,0.812966,-0.212945,-0.341505,0,0,0,0,0,0,0,0.484948,0.484148,0,0,0,0,0,0,0,0,0.423236,6.085990966633389,8.949184849461775,1.9973035756523072,-0.00035401209476835236,-0.0021742318944742247,-0.0021393451441788815,-0.0035162735171890944,-0.0013236377863061067,-0.0024284866833373343
-1,6.50429,9.57807,-2.25789,-2.7305,0.130395,1.00522,1.2749,0.106928,-0.00103776,-0.00329483,1.57726,0.0157788,0.0186205,-0.352033,8.97302,6.46636,6.42921,6.59713,6.64054,6.64059,6.55593,6.48348,9.69564,9.62586,9.63218,9.87098,9.6811,9.41261,9.43215,1.26889,1.36298,1.68589,1.56371,1.78985,2.1543,1.64278,-0.0025088,-0.00230346,-0.00321679,-0.00399036,-0.00502322,-0.00130031,-0.00380218,-0.00266234,-0.00462046,-0.000640542,-0.00101577,-0.000651046,-0.000843112,-0.00542447,-0.00525379,-0.00357615,-0.00372954,0.000157857,-0.0023333,-0.00429274,-0.00238796,-0.00311945,-0.0031182,-0.00253924,-0.00485233,-0.00256309,-0.00269069,-0.00265841,-0.00140363,-0.00108981,-0.000873672,-0.00184836,-0.000193264,-0.000902403,-0.00157873,-0.00561579,-0.00410148,-0.00283515,-0.00399594,-0.00286117,-0.000710983,-0.000619226,4.13979,-10.7198,0.938001,0.209297,0.513679,0.382726,0.0616567,0.096244,0.000378981,0.00148301,0.196956,1,0.150585,-0.15342,-0.322561,0.587718,0.345439,-0.30053,0.301437,-0.101094,0,0.988597,0.0325143,-0.134277,0.036846,0.399209,-0.0102367,-0.188468,-0.414385,0,0,0.987626,0.272924,0.157936,0.131705,0.274901,0.0981997,0.401204,0,0,0,0.896346,0.245035,-0.161853,-0.2416,-0.147886,-0.32251,0,0,0,0,0.753819,-0.440874,0.239124,0.056205,0.179983,0,0,0,0,0,0.695264,-0.391143,0.0362705,0.095062,0,0,0,0,0,0,0.751972,-0.215654,0.480668,0,0,0,0,0,0,0,0.88945,-0.398195,0,0,0,0,0,0,0,0,0.349366,6.578268875516447,9.66884161436851,1.740900759442592,-0.0047118562009182095,-0.002278885048334777,-0.002022193004055639,-0.004342058571807847,-0.0012632669102447972,-0.0034222240519571736
-1,6.70581,9.59998,-2.36367,-2.79385,0.139112,1.07009,1.28166,0.0775787,-0.00104829,-0.00243986,1.63261,0.0209317,0.0166882,-0.276527,8.96685,6.80107,6.74666,6.6923,6.8451,6.683,6.69999,6.65192,9.80991,9.88566,9.49499,9.93826,9.73934,9.56728,9.43169,1.29137,1.62767,1.9289,1.53146,1.73564,2.03385,1.67177,-0.0053781,-0.00401713,-0.00143214,-0.00427555,-0.00280325,-0.00139494,-0.000473424,-0.00174397,-0.0017195,-0.000961665,-0.00122359,-0.00060222,-0.000785847,-0.00346699,-0.00228255,-0.00316346,-0.00248791,-0.000224844,-0.00400564,-0.00231446,-0.00221546,-0.000277057,-0.00209591,-0.00258559,-0.000471013,-0.00228439,-0.00270757,-0.00410437,-0.00143957,-0.00101831,-0.000810828,-0.00183394,-0.000688623,-0.00080092,-0.00123017,-0.00332377,-0.00254714,-0.00275942,-0.00388096,-0.00166924,-0.00262152,-0.000486322,4.2245,-7.08518,0.962749,0.214164,0.506251,0.502046,0.0376274,0.121666,0.000308673,0.000926137,0.144633,1,0.601872,-0.213223,-0.53182,0.269311,0.484861,0.614016,-0.458349,-0.396557,0,0.798593,-0.110951,-0.281863,0.0311759,-0.282797,-0.130258,0.406073,0.0801195,0,0,0.970683,0.145356,0.443052,0.0756192,-0.217852,0.283394,-0.191968,0,0,0,0.785234,-0.167172,0.444686,-0.137016,-0.0664664,0.132285,0,0,0,0,0.838008,-0.430669,0.444825,0.236495,0.167852,0,0,0,0,0,0.544055,0.045165,-0.3533,-0.666808,0,0,0,0,0,0,0.582988,-0.387628,-0.36147,0,0,0,0,0,0,0,0.457476,-0.296019,0,0,0,0,0,0,0,0,0.301458,6.704015702630144,9.627085719430433,1.7834482943524477,-0.0011704787444741247,-0.0012687245602138546,-0.002322717656031151,-0.002763046246930165,-0.0007743161744384105,-0.0019910423506815022
