"T","mu_theta1","mu_theta_1,if","theta_2,if","theta_2,slab","theta_3","theta_4,if","theta_4,slab","theta_5","mu_theta_6","mu_theta_6b","mu_theta_7","theta_9,if","theta_9,slab","theta_6xc","theta_1,slab_Ca_smallM","theta_1,if_reg_Al","theta_1,if_reg_Ca","theta_1,if_reg_CAM","theta_1,if_reg_Ja","theta_1,if_reg_NZ","theta_1,if_reg_SA","theta_1,if_reg_Tw","theta_1,slab_reg_Al","theta_1,slab_reg_Ca","theta_1,slab_reg_CAM","theta_1,slab_reg_Ja","theta_1,slab_reg_NZ","theta_1,slab_reg_SA","theta_1,slab_reg_Tw","theta7_reg_Al","theta7_reg_Ca","theta7_reg_CAM","theta7_reg_Ja","theta7_reg_NZ","theta7_reg_SA","theta7_reg_Tw","theta_6,x1_reg_Al","theta_6,x1_reg_Ca","theta_6,x1_reg_CAM","theta_6,x1_reg_Ja","theta_6,x1_reg_NZ","theta_6,x1_reg_SA","theta_6,x1_reg_Tw","theta_6,x2_reg_Al","theta_6,x2_reg_Ca","theta_6,x2_reg_CAM","theta_6,x2_reg_Ja","theta_6,x2_reg_NZ","theta_6,x2_reg_SA","theta_6,x2_reg_Tw","theta_6,x3_reg_Al","theta_6,x3_reg_Ca","theta_6,x3_reg_CAM","theta_6,x3_reg_Ja","theta_6,x3_reg_NZ","theta_6,x3_reg_SA","theta_6,x3_reg_Tw","theta_6,1_reg_Al","theta_6,1_reg_Ca","theta_6,1_reg_CAM","theta_6,1_reg_Ja","theta_6,1_reg_NZ","theta_6,1_reg_SA","theta_6,1_reg_Tw","theta_6,2_reg_Al","theta_6,2_reg_Ca","theta_6,2_reg_CAM","theta_6,2_reg_Ja","theta_6,2_reg_NZ","theta_6,2_reg_SA","theta_6,2_reg_Tw","theta_6,3_reg_Al","theta_6,3_reg_Ca","theta_6,3_reg_CAM","theta_6,3_reg_Ja","theta_6,3_reg_NZ","theta_6,3_reg_SA","theta_6,3_reg_Tw","dzb_if","dzb_slab","nft_1","nft_2","phi","tau"
0.3,4.09596001400608,4.374731033941478,-2.250204786818182,-2.0880322451829545,0.09203187253863637,0.9850561055681819,1.201257776647727,0.1278459801307771,-0.003508116200681818,-0.005954338014943182,2.3073423335261367,0.0225751902238625,0.01720678816349886,-0.47036754679020454,3.4555090783173297,3.8856816667943184,4.068026236796592,4.028587898748625,4.206322057470569,4.25972783757587,4.299052909888012,3.947873554798295,4.26166739712858,4.290405089133067,4.431417660631817,4.6248388653750006,4.459910303811796,4.472628647115284,4.204567281428239,1.826955681284091,2.1561548542784092,2.621750748860398,2.0812119921590906,2.438066214710227,2.7425129561619888,2.376440146193182,-0.006653790154666478,-0.006032466325145398,-0.007688229095579545,-0.009600476062045456,-0.005987830170888068,-0.004291150946829375,-0.005631850691164206,-0.006534140883350566,-0.006943305261854602,-0.0015586993484074433,-0.002683637175227273,-0.005270468240609213,-0.0035018644167193183,-0.006533762909621078,-0.006056005673962501,-0.006095953289439774,-0.006135460965398125,-0.006911999490625,-0.006086434728237046,-0.006019604941438126,-0.005874369929266477,-0.005758556398705851,-0.005905353788790472,-0.006211645244081251,-0.006133508029654546,-0.006177474144511932,-0.007116636793171818,-0.005957190621822728,-0.003363046498579545,-0.005276241530740909,-0.0019595774834108523,-0.0033600693460227268,-0.0028819021458886367,-0.002587560760784091,-0.0042499167003070505,-0.00623462104500284,-0.005989049164702842,-0.0065887566131196595,-0.009257199539675002,-0.006232854565622101,-0.006069260876064375,-0.005578392135096591,11.613497250051344,-14.699405282680623,0.8703988288522728,0.1947656777386364,0.6357872376704546,0.4926091882576362
0.4,3.4334491515060797,3.757219946441478,-2.102934571763182,-1.9793171682954547,0.09058377252613636,0.989150136818182,1.2650490200227271,0.12450528699076588,-0.003620243313181818,-0.005709976851193182,2.4440393835261363,0.018723050216525,0.01444628567949886,-0.3991653242902045,2.9620780645673292,3.2870355167943184,3.425683136796591,3.3701735987486248,3.4724050449705683,3.5410181000758687,3.5701402973880114,3.364050704798295,3.6991863508785796,3.7344403591330675,3.7674582556318175,3.8854184316250002,3.8358267425617956,3.769547817115284,3.682760571428239,1.949962280034091,2.2879700042784092,2.748278586360398,2.186512067159091,2.5407373772102266,2.9559718186619888,2.511422896193182,-0.006485158154666478,-0.005820935808895398,-0.007569558245579545,-0.008950162887045456,-0.0057557054546380675,-0.004089901358079375,-0.005518413602414206,-0.006101763358350567,-0.006504134245604602,-0.0016685413222861933,-0.0027779542614772726,-0.0051058967418592125,-0.003456678209219318,-0.006192394898371078,-0.005842770748962501,-0.005839516688189774,-0.005895166877898125,-0.006622204965625,-0.005826790653237046,-0.005734038253938126,-0.005691576224266477,-0.005603244778705851,-0.005731535435040472,-0.00583500540533125,-0.005768528798404546,-0.005857369143261931,-0.0064002310194218185,-0.005763089775572728,-0.003363172083579545,-0.005410199180740909,-0.0019836794426608523,-0.003454099679772727,-0.0029360092483886368,-0.002556041120784091,-0.004668448711557051,-0.006100664907502841,-0.005822854927202842,-0.006351968188119659,-0.008914865114675001,-0.005927057440622101,-0.005656490407314375,-0.005470063411346591,8.768199934701345,-13.818272882680624,0.8675433833397728,0.1947264624261364,0.6153148660279546,0.48821461121113624
0.5,2.8464350077560794,3.265243755191478,-1.989991219318182,-1.9078710907954548,0.08984832868863638,1.000679554318182,1.3201261683977272,0.12209205174940338,-0.003627500939431818,-0.005454085849943182,2.4516737335261363,0.0158226931255625,0.01234473566773636,-0.3422722375402045,2.5591223120673297,2.7473319980443183,2.8484001355465915,2.7910791149986247,2.8471014237205683,2.9129436000758693,2.933255539888011,2.8274433260482947,3.24623091587858,3.2740776416330677,3.2517940022568177,3.3244069567500003,3.3306622963117953,3.227338929615284,3.246846382678239,1.9844212300340907,2.302687729278409,2.718123161360398,2.1879206546590906,2.519785177210227,2.9803011561619885,2.502295571193182,-0.006235353650916478,-0.005580153857645397,-0.007356776745579545,-0.008356114947045456,-0.005503266714638068,-0.003889393151829375,-0.005352717247414205,-0.005720332912100567,-0.006120295649354601,-0.0017364030027861932,-0.0028293414514772726,-0.004929728865609212,-0.003384199081719318,-0.005876910329621079,-0.0055910028402125014,-0.005573130058189773,-0.0056326786191481255,-0.006313296519375,-0.005552485951987046,-0.005428767345188126,-0.005465900798016478,-0.005416137639955851,-0.005518606227540471,-0.005509646455331251,-0.005469321955904546,-0.005558675394511932,-0.005796713178171819,-0.005533202263072728,-0.003302661561079545,-0.005393396868240909,-0.001975795915660852,-0.003481557118522727,-0.0029243493821386364,-0.002491534830784091,-0.00487766851155705,-0.005887667798752841,-0.005601325665952842,-0.006062640078119659,-0.008491613777175002,-0.005620909119372101,-0.005297989921064375,-0.005318997165096591,6.728119050051344,-12.947978607680625,0.8660174587272728,0.1948760219761364,0.6032629576288296,0.4856069831882987
0.75,1.7016395675060794,2.3988365926914783,-1.811384538068182,-1.8189657482954549,0.08951754850113637,1.0473207555681818,1.426015162510227,0.11861392077190337,-0.003470123491931818,-0.004891927182443182,2.0964803247761363,0.011351668316812502,0.00882091095099886,-0.23391511454020453,1.8276135165673295,1.6693915471305683,1.7089374497965915,1.6664334957486246,1.6738745362205685,1.7120030213258692,1.7154699698880114,1.73991336701342,2.4311235125035795,2.4299172467580674,2.368038755631818,2.3943746966250004,2.4305718350617953,2.313242355865284,2.4349377048032386,1.732147436284091,1.969235669278409,2.279570522610398,1.8373234696590908,2.140886775960227,2.590644506161989,2.089379764943182,-0.0055764976609164775,-0.0050198752601453974,-0.006699649519329545,-0.007177655757544205,-0.004932100182138068,-0.0034360078577043754,-0.004927680322414206,-0.004963376177276817,-0.005354701141778351,-0.001822072462661193,-0.002874398450227273,-0.004510375424359212,-0.003184465754219318,-0.005216730000883578,-0.005026607120212501,-0.0049741160226897735,-0.005048516309148125,-0.005618388081875,-0.0049334104622370464,-0.004800901838438126,-0.0049616195292664774,-0.004946655501205851,-0.005004542911290472,-0.004836216711925001,-0.004886840635104546,-0.0049177591070256816,-0.004646829048546818,-0.004989715450572728,-0.003076147994829545,-0.005048777568240908,-0.001915739268235852,-0.003410604973522727,-0.0027872769958886363,-0.002310983011909091,-0.00493419534905705,-0.00533183025750284,-0.005063222974702842,-0.005419105293119659,-0.007420672245925002,-0.004986781533747101,-0.0045907035287281244,-0.004903207986346591,3.964759787551345,-10.953227341048123,0.8649825931022728,0.1955197455386364,0.5947733308204546,0.48285861548926123
1.,0.8904917827560794,1.8296162876914783,-1.7199929580681819,-1.7914805432954548,0.09009553510113637,1.1038137570681819,1.5009260991477271,0.11715700763440337,-0.003218289260681818,-0.004405009499845682,1.5163817235261363,0.0091680652418125,0.00664453260099886,-0.15085226554020453,1.3300421195673295,0.8839991417943183,0.8948497617965915,0.8697681612486245,0.8685233824705685,0.8809147613258692,0.8736619973880111,0.941448589798295,1.8778996908785797,1.8557671378830674,1.8013569468818178,1.819634315375,1.8378878425617955,1.7421386096152842,1.870986278928239,1.2458079737840908,1.4003614980284094,1.664982298860398,1.2648537471590908,1.572665625960227,1.9808341724119887,1.4606647274431819,-0.004961813546515228,-0.004537164310229148,-0.006053660041829545,-0.0063204363795454545,-0.004447483526141818,-0.003084123860251875,-0.004506544896164206,-0.004400442409600566,-0.004768746758104602,-0.001846833687411193,-0.002814881690227273,-0.004134685269799212,-0.002972923424431818,-0.004688892168746078,-0.004537242459007501,-0.004462307257539773,-0.004545029675029375,-0.005065315541861249,-0.004428857691762046,-0.004296341912238126,-0.0045062929182811025,-0.004518380613973351,-0.004531513180172972,-0.004302642834081251,-0.004448280813404546,-0.004405189287386931,-0.0038420696219218188,-0.004520148962103478,-0.002835919431829545,-0.004564926079490909,-0.0018375886594108521,-0.0032298351385227266,-0.0026073314527636365,-0.002133191146111591,-0.00467426971155705,-0.00479572472778409,-0.004592403386354092,-0.00485018259127091,-0.006464206591668752,-0.0044568747466946015,-0.004080482986064375,-0.004490929152496591,2.9983958500513443,-9.255852251430625,0.8655961596022728,0.1962269138961364,0.5989700398990796,0.4823293133293862
1.5,-0.1750967234939209,1.090154171441478,-1.652688213068182,-1.7978040095454546,0.09189675148863637,1.215946726555682,1.6007564503977272,0.11677325594690337,-0.002747866144156818,-0.003683758422443182,0.4598444047761364,0.0078153097418125,0.0040203034259988606,-0.023749964290204484,0.6617610158173295,-0.17611853320568183,-0.1776331257034085,-0.18083952625137534,-0.17262931752943134,-0.18611718742413075,-0.20316840261198843,-0.13547669520170502,1.1330126721285794,1.0974271516330671,1.0744410606318175,1.099619740375,1.0772219913117955,1.029526247115284,1.1101818689282386,0.3103035425340908,0.3565499517784092,0.5927456401103979,0.22421584090909075,0.5444690134602271,0.9133467686619886,0.34695871994318195,-0.004027506199666478,-0.003784769451395398,-0.004994633438079545,-0.005171807574545455,-0.003699567753388068,-0.0025671726180793754,-0.0038445059836642054,-0.003637582795850567,-0.003923030386854601,-0.0018448942341611932,-0.0027400698677272728,-0.0035453599318592127,-0.002612301271952693,-0.0039034020396210784,-0.003790394445212501,-0.003709189138189773,-0.0037797944116481253,-0.0042741264393749995,-0.003689734209487046,-0.003552356745188126,-0.0037981605630164773,-0.003828128551205851,-0.003795475087540472,-0.003585332139081251,-0.003828782579654546,-0.003642573472011932,-0.0027964509181718183,-0.003789956110572728,-0.002409094228942045,-0.003666812807332159,-0.001701139211520852,-0.002861705080596477,-0.0022684164058023866,-0.0018753517218815909,-0.00393929560030705,-0.00395001465250284,-0.003827348519702842,-0.0039653554881196595,-0.004954947327175002,-0.003702731553122101,-0.0034094216235643748,-0.0037951141775965907,2.958589637551344,-6.600574520180624,0.8680358092397727,0.1974585807768739,0.6115462705974921,0.48284955178851124
2.,-0.8542266859939207,0.5865932964414782,-1.646034911818182,-1.8250301757954546,0.09368431981363637,1.313705228068182,1.6663195353977271,0.11765090205940337,-0.002339633456681818,-0.003172367664943182,-0.1760242664738636,0.008069538641812502,0.0023981082634988594,0.06932271195979545,0.19429627831732943,-0.8664305332056821,-0.8598832882034084,-0.854612751251375,-0.8365191800294318,-0.8541593999241304,-0.8728710401119883,-0.8321537702017052,0.6120128471285793,0.5823273766330677,0.5793016606318178,0.6102000028750001,0.5700443913117961,0.5523504596152842,0.585690968928239,-0.28125104496590914,-0.2628183257215909,-0.06379612613960184,-0.3999371203409091,-0.08281136028977265,0.2746334474119887,-0.31546599130681774,-0.0033768647296664777,-0.0032582165751453974,-0.0042066662205795455,-0.004418688437045454,-0.0031637805433880678,-0.002181658551829375,-0.0033558268061642054,-0.003136486283350567,-0.0033294006868546016,-0.0018104264601611932,-0.002643064219477273,-0.0030986469431092127,-0.002328624981594318,-0.003347604972121078,-0.0032569452614625008,-0.003175913476939773,-0.003248836890398125,-0.0037109717243749996,-0.0031709006157370464,-0.003040141703938126,-0.003283251016766477,-0.003309392108705851,-0.003265436061290472,-0.0030996554690812506,-0.003379081792154546,-0.003121399957011932,-0.0021506564681718185,-0.003287162585572728,-0.0020641689498295448,-0.002920968860740909,-0.0015915654445071022,-0.002514800223445227,-0.0019816156415395116,-0.001684622581071591,-0.0032346588007240505,-0.0033300353975028404,-0.0032713431259528422,-0.00333505806311966,-0.0038693341646750022,-0.003189514978122101,-0.0029802398848143754,-0.003262537412596591,3.467766462551344,-4.6462627076806235,0.8705336209897728,0.1984054761811364,0.6173484483654545,0.4835358319488862
3.,-1.7075967734939204,-0.14618399105852165,-1.676629343068182,-1.8758759345454545,0.09650182896691674,1.463119514318182,1.7526838566477272,0.12019128304690337,-0.001756501561931818,-0.0024947951399431818,-0.5924154289738639,0.009820041954312502,0.0002787534509988629,0.18661626945979548,-0.49617338418267076,-1.7398580457056814,-1.7123259882034085,-1.706495113751375,-1.6847971175294312,-1.6896747499241305,-1.7030785651119889,-1.7061738702017057,-0.14923489037142046,-0.15487036086693262,-0.14816400186818202,-0.12041155962499994,-0.15481274618820473,-0.15173344038471592,-0.1661186810717612,-0.7212969074659092,-0.6381063832215906,-0.5448927636396022,-0.8027643828409093,-0.49804516028977286,-0.1743585688380116,-0.7494827538068182,-0.0025723954671664777,-0.0025321642001453976,-0.003144397233079545,-0.0034437799870454555,-0.002446573995888068,-0.0016328158580793753,-0.0026674871911642056,-0.002508607170850567,-0.0025380202993546016,-0.0016938164621611931,-0.0024642776062572726,-0.0024667818143592124,-0.0018800167504693182,-0.0026090745096210787,-0.0025558403989625013,-0.0024735656519397735,-0.0025346551403981252,-0.0030002935156249995,-0.002489483065737046,-0.0023618811664381256,-0.0025867449667664774,-0.0026086620862058505,-0.0025409600887904716,-0.0024633367690812505,-0.002734840904654546,-0.002425179094511932,-0.0013887522931718185,-0.002606739884322728,-0.0015852918823295449,-0.0019099789057409088,-0.0014080502131157272,-0.001984636799772727,-0.0015523105230136364,-0.0014155763732840911,-0.0021864501715570506,-0.00252030640750284,-0.002547055177202842,-0.0025110513381196597,-0.0025217454646750013,-0.002512739240622101,-0.0024355241973143746,-0.0025179505100965905,3.927269550051344,-1.994229307680623,0.8744455330647728,0.1996944360573864,0.6092907960541921,0.4840217702594612
4.,-2.25767963599392,-0.7112130535585219,-1.7098300705681821,-1.9082844770454548,0.09843825512163637,1.5660459280681818,1.811761179147727,0.12261168190940337,-0.001376541888181818,-0.0020444243149431818,-0.5853890164738635,0.011723614054312503,-0.0011831126740011414,0.24231055820979552,-1.0322885341826709,-2.296566145705682,-2.258375988203409,-2.2574210387513753,-2.2432416925294323,-2.2336276124241308,-2.2391116776119886,-2.2611164827017047,-0.7272154278714207,-0.7146775858669323,-0.7138746643681819,-0.6967919471249995,-0.710636733688204,-0.7087600278847157,-0.7320276310717615,-0.7659493824659089,-0.5921497957215908,-0.5806281386396019,-0.7808159828409097,-0.4831981852897733,-0.20531389383801146,-0.7410573288068182,-0.002110737117166478,-0.0020464324001453977,-0.0024787854580795455,-0.0028030585370454547,-0.001987716608388068,-0.0012255669080793751,-0.0022112743536642056,-0.0021154637583505665,-0.0020287951118546014,-0.0015848642459861933,-0.002315206069953898,-0.0020360442643592123,-0.001553997760469318,-0.0021337676471210785,-0.002099604498962501,-0.002025589864439773,-0.0020677911528981254,-0.0025283699906249995,-0.0020464841907370463,-0.001925590978938126,-0.0021282086917664774,-0.002159131248705851,-0.002068240663790472,-0.0020467226315812504,-0.0022827785296545455,-0.001983640844511932,-0.0009535128931718179,-0.002166169584322728,-0.001279235678579545,-0.0012958906807409086,-0.0012713300936233521,-0.0016308966185227267,-0.0012650515733886364,-0.0012198442232840912,-0.0015228739928070507,-0.00201753615750284,-0.002082642252202842,-0.00200803733811966,-0.001760859889675002,-0.0020833026031221013,-0.0020799641848143744,-0.002034946497596591,3.370655837551344,-0.3053746076806245,0.8770642587827728,0.2004944110386364,0.5877881626704546,0.48360024493801124
5.,-2.6636159109939204,-1.1825770410585221,-1.732636218068182,-1.9258294745454547,0.09977376183113637,1.637882578068182,1.8574471016477272,0.12465424102615337,-0.0011235889469318181,-0.0017338037399431822,-0.5126707664738639,0.013386834529312502,-0.0023109340490011406,0.25902658445979554,-1.481328871682671,-2.6992863707056816,-2.660212813203409,-2.6636348512513752,-2.659023742529432,-2.6409060749241307,-2.638954865111988,-2.664491845201705,-1.2002971778714207,-1.1795996608669324,-1.1866485393681825,-1.1795223471250003,-1.1764162461882046,-1.1810041153847153,-1.1976578810717609,-0.7241743699659091,-0.48793749572159084,-0.5191623136396024,-0.6875818203409091,-0.4014929227897728,-0.15904936883801124,-0.659579766306818,-0.0018225643921664782,-0.0017075979001453974,-0.002042839008079545,-0.002344767137045455,-0.0016728777583880678,-0.0008955515830793752,-0.0018924568661642053,-0.0018449746208505668,-0.001679896674354601,-0.0014849898676486933,-0.0021735384937272726,-0.001730917539359213,-0.001300995871719318,-0.0018046838096210786,-0.0017868138614625015,-0.0017184129394397728,-0.0017518804403981246,-0.0021838180531249998,-0.001736748990737046,-0.001625413891438126,-0.0018051808542664774,-0.0018538010737058509,-0.001740707051290472,-0.0017450249815812507,-0.0019517163421545465,-0.0016815904320119316,-0.0006815319556718177,-0.001861146071822728,-0.0010741638160795448,-0.0009132940307409092,-0.0011675966182733521,-0.0014134931435227267,-0.0010618748696386365,-0.0010805411870340909,-0.0011101532990570504,-0.0016906127575028397,-0.0017700329022028423,-0.0016825877256196596,-0.0013123650896750012,-0.0017774162906221014,-0.0018236349223143748,-0.0017049773475965911,2.129626625051344,0.8407040923193758,0.8788037602530728,0.2010256265761364,0.5621016326704547,0.4827299868137237
7.5,-3.36809698599392,-2.1006741910585216,-1.750019169318182,-1.9333973882954547,0.10159385500113637,1.738643843068182,1.941357712897727,0.12832777602066586,-0.0008261154344318181,-0.0012799476399431827,-0.4315869539738637,0.0163985192991625,-0.004286541924001139,0.20913418820979546,-2.363680509182671,-3.3766211082056814,-3.3577209007034066,-3.3652189762513753,-3.375555292529433,-3.3604281124241315,-3.3446676526119883,-3.355595382701705,-2.0985571653714206,-2.0890460483669324,-2.103672101868183,-2.106138247125,-2.094423558688205,-2.1096186903847163,-2.099842756071761,-0.631117394965909,-0.3647086957215907,-0.410008426139602,-0.5497076828409092,-0.33241534778977266,-0.11304224383801142,-0.5519287663068181,-0.0014601246046664772,-0.0012219344001453978,-0.0014629593830795453,-0.0015983134745454547,-0.0012338732458880676,-0.00034138605807937546,-0.0014167926161642056,-0.001443934995850567,-0.0011824438493546014,-0.0012874255165445682,-0.0019351192664772729,-0.0012769836143592126,-0.000902327946719318,-0.0013382328471210785,-0.0013443528239625011,-0.0012810180894397725,-0.0012884801403981257,-0.0015934175406249994,-0.0012843445157370457,-0.0012066580039381265,-0.001340563341766477,-0.0014267541987058505,-0.001260543788790472,-0.0012929612315812507,-0.001426149317154546,-0.0012523000070119319,-0.000347140705671818,-0.0014008607093227285,-0.0008683313285795446,-0.0004946640557409085,-0.0010032641155608521,-0.001218557206022727,-0.0007740372583886364,-0.0008754241732840911,-0.0006660669365570505,-0.0012632920825028406,-0.0013540829147028416,-0.0012697157881196596,-0.0008810608021750004,-0.0013348958156221015,-0.001401341959814375,-0.001261939972596591,-2.2543040999486568,2.472428092319376,0.8810048912713978,0.2017322354636364,0.5009223279204545,0.4800250316625112
10.,-3.8377789984939206,-2.768999266058522,-1.735295193068182,-1.9181435282954546,0.10231214273863637,1.780438095568182,2.0009128503977274,0.13064258851115337,-0.0007284308344318181,-0.0010417859774431814,-0.4284906289738635,0.018281979542195,-0.005541411049001138,0.10122130570979548,-3.017098921682671,-3.812917708205681,-3.824347713203408,-3.829128838751375,-3.838503380029432,-3.8458745874241314,-3.8217340026119886,-3.8164927077017046,-2.73557517787142,-2.7599446483669325,-2.7642799143681835,-2.756891322124999,-2.7730916086882047,-2.784359065384716,-2.761835231071761,-0.5695266824659093,-0.3621234832215906,-0.3870041136396021,-0.5059656953409092,-0.3879877852897726,-0.14345038133801125,-0.5313064538068181,-0.0013042169171664773,-0.0009685102626453973,-0.001211836470579545,-0.0011636209995454548,-0.001031811783388068,0.00002919931692062531,-0.0011717607786642052,-0.0012280031208505666,-0.0009563627618546016,-0.0011369500658411932,-0.001776048275227273,-0.0010502250893592129,-0.0006522925967193177,-0.0011199250721210781,-0.0011226024489625012,-0.0010693761769397735,-0.0010517370028981254,-0.0012338190281249994,-0.0010469339532370465,-0.0009977644164381257,-0.0011057724417664772,-0.0012378391237058508,-0.0010108915012904721,-0.0010359411065812515,-0.0011582664421545459,-0.001050559057011932,-0.00023459583067181843,-0.0011494512468227282,-0.0008300401410795454,-0.0003902284932409089,-0.0008991374657858521,-0.0012527597310227265,-0.0006349055583886362,-0.000737289985784091,-0.0006114452990570508,-0.0010840835200028398,-0.0011663779522028423,-0.0011219998381196599,-0.0008458577521750022,-0.0010855051156221018,-0.0011464326348143749,-0.0010749486600965903,-6.949083474948651,3.2392064673193754,0.8816921446333978,0.2020042295761364,0.4533781439204546,0.4774830077976362
