"T","mu_theta1","mu_theta1a","theta2","theta2a","theta3","theta4","theta4a","theta5","mu_theta6","mu_theta6b","mu_theta7","theta9","theta9a","theta6xc","theta1a_Ca_smallM","theta1_reg_Al","theta1_reg_Ca","theta1_reg_CAM","theta1_reg_Ja","theta1_reg_NZ","theta1_reg_SA","theta1_reg_Tw","theta1a_reg_Al","theta1a_reg_Ca","theta1a_reg_CAM","theta1a_reg_Ja","theta1a_reg_NZ","theta1a_reg_SA","theta1a_reg_Tw","theta7_reg_Al","theta7_reg_Ca","theta7_reg_CAM","theta7_reg_Ja","theta7_reg_NZ","theta7_reg_SA","theta7_reg_Tw","theta6x1_reg_Al","theta6x1_reg_Ca","theta6x1_reg_CAM","theta6x1_reg_Ja","theta6x1_reg_NZ","theta6x1_reg_SA","theta6x1_reg_Tw","theta6x2_reg_Al","theta6x2_reg_Ca","theta6x2_reg_CAM","theta6x2_reg_Ja","theta6x2_reg_NZ","theta6x2_reg_SA","theta6x2_reg_Tw","theta6x3_reg_Al","theta6x3_reg_Ca","theta6x3_reg_CAM","theta6x3_reg_Ja","theta6x3_reg_NZ","theta6x3_reg_SA","theta6x3_reg_Tw","theta61_reg_Al","theta61_reg_Ca","theta61_reg_CAM","theta61_reg_Ja","theta61_reg_NZ","theta61_reg_SA","theta61_reg_Tw","theta62_reg_Al","theta62_reg_Ca","theta62_reg_CAM","theta62_reg_Ja","theta62_reg_NZ","theta62_reg_SA","theta62_reg_Tw","theta63_reg_Al","theta63_reg_Ca","theta63_reg_CAM","theta63_reg_Ja","theta63_reg_NZ","theta63_reg_SA","theta63_reg_Tw","dzb_if","dzb_slab","nft_1","nft_2","phi","tau","psi_theta1","psi_theta1a","psi_theta6","psi_theta6b","psi_theta7","L_reg.1.1","L_reg.2.1","L_reg.3.1","L_reg.4.1","L_reg.5.1","L_reg.6.1","L_reg.7.1","L_reg.8.1","L_reg.9.1","L_reg.1.2","L_reg.2.2","L_reg.3.2","L_reg.4.2","L_reg.5.2","L_reg.6.2","L_reg.7.2","L_reg.8.2","L_reg.9.2","L_reg.1.3","L_reg.2.3","L_reg.3.3","L_reg.4.3","L_reg.5.3","L_reg.6.3","L_reg.7.3","L_reg.8.3","L_reg.9.3","L_reg.1.4","L_reg.2.4","L_reg.3.4","L_reg.4.4","L_reg.5.4","L_reg.6.4","L_reg.7.4","L_reg.8.4","L_reg.9.4","L_reg.1.5","L_reg.2.5","L_reg.3.5","L_reg.4.5","L_reg.5.5","L_reg.6.5","L_reg.7.5","L_reg.8.5","L_reg.9.5","L_reg.1.6","L_reg.2.6","L_reg.3.6","L_reg.4.6","L_reg.5.6","L_reg.6.6","L_reg.7.6","L_reg.8.6","L_reg.9.6","L_reg.1.7","L_reg.2.7","L_reg.3.7","L_reg.4.7","L_reg.5.7","L_reg.6.7","L_reg.7.7","L_reg.8.7","L_reg.9.7","L_reg.1.8","L_reg.2.8","L_reg.3.8","L_reg.4.8","L_reg.5.8","L_reg.6.8","L_reg.7.8","L_reg.8.8","L_reg.9.8","L_reg.1.9","L_reg.2.9","L_reg.3.9","L_reg.4.9","L_reg.5.9","L_reg.6.9","L_reg.7.9","L_reg.8.9","L_reg.9.9","theta1_reg_global","theta1a_reg_global","theta7_reg_global","theta6x1_reg_global","theta6x2_reg_global","theta6x3_reg_global","theta61_reg_global","theta62_reg_global","theta63_reg_global"
0.05,4.299779951506079,5.7890779214414785,-2.508448979318182,-2.4838312582954547,0.09649776792613639,1.0850803443181822,1.127721724147727,0.03648634276202835,-0.0014351856052368182,-0.005967843487443183,1.1506189037761363,0.030922725691812508,0.027025108700998855,-0.7115291205402045,4.17634174081733,3.523448779294319,3.824580774296592,4.4809930612486255,4.750777782470569,4.37365898757587,4.78229740988801,3.7645693047982953,5.194235334628581,5.2714567641330685,5.912050848131817,6.596594140375,5.751628353811796,5.948583872115282,4.982076856428238,0.7148236256590909,1.0348861341671594,1.1056210662478978,1.2569150984090907,1.276387179335227,1.349319796608239,1.2065225993181818,-0.003919723760541478,-0.004946949185895398,-0.007326230366829545,-0.009425035412045457,-0.004902011190888067,-0.004102476146829375,-0.006904080448289205,-0.006058561057888067,-0.006703006352229601,-0.0005763621049111932,-0.002063106846477273,-0.006926196377109213,-0.003689222807394318,-0.006184477865121077,-0.005314769399212501,-0.008713687517189771,-0.007001613893423125,-0.006063008931875,-0.0034255936907370455,-0.004993244137263125,-0.010554822310516477,-0.00469407389063085,-0.006438327846477972,-0.00606522170283125,-0.011159411914029544,-0.005210892897999433,-0.008840050343171816,-0.006117110726072728,-0.002977886584829545,-0.0036472489029621587,-0.0018107559629546022,-0.0028410561610977274,-0.0010798454765098865,-0.0020859677144703407,-0.00271642840155705,-0.00438285155167784,-0.005400991827040343,-0.004218326313994659,-0.008377295527175001,-0.00758227674748585,-0.006895485381439375,-0.00463561247384659,16.552449362551346,-20.439243471430622,0.8944009076022729,0.19868908980168642,0.6378034147954545,0.4883741528473862,0.321102,0.33359,0.00130847,0.00189777,0.14176,1,0.537182,0.404372,0.121014,0.470702,0.286693,-0.0780187,0.258542,-0.140022,0,0.843467,-0.295473,0.047573,0.307707,-0.0549585,-0.41698,0.384305,-0.118994,0,0,0.865551,-0.281703,-0.293532,-0.163193,-0.395303,-0.0568048,-0.180472,0,0,0,0.95065,-0.234993,0.159957,0.0860702,0.242691,-0.559016,0,0,0,0,0.73646,-0.206183,-0.479146,-0.352998,-0.181334,0,0,0,0,0,0.90557,0.338219,0.0256942,-0.326392,0,0,0,0,0,0,0.558923,0.527862,0.208628,0,0,0,0,0,0,0,0.565185,0.295812,0,0,0,0,0,0,0,0,0.592217,4.401738464683922,6.139301059838502,1.2241379154355452,-0.0049272073353359,-0.0054851112606486285,-0.007524759736648037,-0.0106907684236256,-0.0033298253393164194,-0.009206796796669631
0.05,4.347579951506079,5.324987921441478,-2.541538979318182,-2.489541258295455,0.09515246792613638,0.9741073443181821,1.1728117241477272,0.3691089427620283,-0.0017064456052368181,-0.006892573487443182,1.1652789037761364,0.027027425691812507,0.022427808700998857,-0.7188971205402044,4.57352174081733,4.270698779294319,3.841400774296592,4.631583061248626,5.0236077824705685,4.50788898757587,4.965137409888011,3.8463193047982953,5.35985533462858,5.276326764133068,6.199510848131817,6.605954140375,5.553668353811797,6.0405938721152825,4.974006856428238,1.1391696256590909,0.8669811341671593,1.454341066247898,1.2447950984090908,1.2010171793352271,1.331289796608239,1.166512599318182,-0.008145643760541478,-0.006849949185895398,-0.008414630366829545,-0.009326955412045456,-0.009495441190888066,-0.003871216146829375,-0.0037449804482892054,-0.007447351057888067,-0.0094204763522296,0.0015493108950888068,-0.0018746068464772728,-0.0033009063771092125,-0.0030311428073943178,-0.008879757865121077,-0.007521019399212501,-0.005528107517189773,-0.005751293893423125,-0.0056228789318749995,-0.0012359306907370454,-0.008474734137263126,-0.009523092310516477,-0.006588143890630851,-0.009812797846477973,-0.0013598917028312502,-0.0036722219140295454,-0.004818532897999432,-0.007579260343171817,-0.00798521072607273,-0.002928826584829545,-0.0036047489029621587,-0.0004493659629546021,-0.0028065961610977273,-0.0022985434765098864,-0.0022216477144703407,-0.00230012840155705,-0.008101241551677841,-0.007543421827040343,-0.006597396313994659,-0.008513745527175001,-0.00507053674748585,-0.0023745453814393745,-0.0030893224738465907,17.370449362551348,-15.592743471430623,0.8909839076022729,0.19460708980168642,0.6396064147954545,0.5207601528473862,0.416712,0.427309,0.00113099,0.00310844,0.11788,1,0.345731,0.0791573,-0.0429661,-0.161469,-0.252285,-0.047867,0.287687,-0.048055,0,0.938334,0.141553,-0.504878,0.481755,0.276114,0.5677,-0.328933,-0.272179,0,0,0.986761,0.109252,0.618481,0.065008,0.157956,0.527536,0.0895923,0,0,0,0.85517,0.270498,-0.243589,-0.154569,-0.434466,0.51759,0,0,0,0,0.534932,0.47828,0.322681,-0.0697289,0.183715,0,0,0,0,0,0.753525,-0.0288187,-0.007758,0.350797,0,0,0,0,0,0,0.72224,0.0782797,-0.319496,0,0,0,0,0,0,0,0.575268,-0.0254228,0,0,0,0,0,0,0,0,0.623016,4.166054863274354,5.97089763914224,1.320657881746136,-0.011646876644036824,-0.0001854618414490819,-0.001984180565679323,-0.002917142860311182,-0.0024431497819842702,-0.010107099811214697
0.05,4.830869951506079,5.8313779214414785,-2.6216689793181818,-2.5613212582954548,0.09766116792613638,0.9161273443181822,1.1303717241477271,0.14678094276202835,-0.0017700956052368183,-0.005177383487443182,1.2166089037761363,0.027077325691812506,0.03143070870099886,-0.6786381205402044,4.74657174081733,4.743058779294319,4.4219407742965915,4.396143061248625,5.257977782470569,5.59645898757587,5.2414974098880105,4.107329304798295,5.6095253346285805,5.383026764133068,5.985420848131817,6.652054140375,6.031988353811796,6.266263872115283,5.296946856428238,1.0458296256590909,1.1432261341671592,1.1790810662478979,1.2307350984090908,1.370507179335227,1.225109796608239,1.2117125993181819,-0.004842273760541478,-0.004637849185895398,-0.005905000366829545,-0.008937455412045457,-0.005565831190888067,-0.003960326146829375,-0.0022887704482892055,-0.007455111057888067,-0.0059277863522296005,-0.0016966291049111933,-0.0017375068464772728,-0.006361216377109212,-0.003070902807394318,-0.006962977865121078,-0.003633149399212501,-0.005706607517189773,-0.008001063893423125,-0.0057255489318749995,-0.006259793690737045,-0.005446764137263125,-0.0057928323105164775,-0.0031274438906308505,-0.0040125878464779725,-0.00786171170283125,-0.007933741914029546,-0.005586062897999432,-0.007323070343171817,-0.004959870726072728,-0.002840276584829545,-0.003401618902962159,-0.002002315962954602,-0.0024376761610977273,-0.0003539337765098865,-0.0019884077144703407,-0.00241053840155705,-0.0026103915516778394,-0.0036338718270403432,-0.007375296313994659,-0.007933785527175,-0.00452175674748585,-0.007812055381439375,-0.00516387247384659,12.087749362551348,-16.956943471430623,0.8943459076022728,0.19930408980168643,0.6392594147954546,0.4682331528473862,0.397779,0.344722,0.00125918,0.00214127,0.0629782,1,0.303841,0.607334,-0.340929,0.305087,0.357831,0.0306141,-0.0288382,0.0448541,0,0.952723,0.0838986,-0.520236,0.488847,0.00843747,-0.494414,0.288774,-0.408402,0,0,0.790004,0.0664023,-0.168763,0.0139076,0.00192839,0.337432,-0.0402918,0,0,0,0.7802,-0.242472,0.174023,-0.0930334,0.322465,-0.523181,0,0,0,0,0.762021,-0.222348,-0.490814,0.176767,-0.53823,0,0,0,0,0,0.889927,-0.22225,0.139496,-0.0774832,0,0,0,0,0,0,0.675029,-0.356483,0.135255,0,0,0,0,0,0,0,0.721213,0.17767,0,0,0,0,0,0,0,0,0.458583,4.6627544078599135,6.050031078393117,1.2981775193768865,-0.007265508118591573,-0.005272621944733082,-0.008634780045064547,-0.0030465902928974962,-0.0017037100952406502,-0.00398858297736462
0.05,4.544859951506079,5.940857921441478,-2.633008979318182,-2.5743312582954547,0.10635266792613639,1.0538203443181822,1.128771724147727,0.22659394276202835,-0.0026385756052368183,-0.006964543487443182,1.2207889037761364,0.03341302569181251,0.04003160870099885,-0.6592561205402044,4.8659417408173296,4.475618779294319,4.616730774296592,4.056333061248625,5.062517782470568,4.49477898757587,4.953007409888011,4.0455693047982955,5.90354533462858,5.397686764133068,5.971330848131817,6.544044140375,6.019228353811797,6.2195538721152825,5.176846856428238,1.2344596256590907,1.1603361341671592,1.237421066247898,1.2411950984090907,1.2078971793352271,1.235899796608239,1.222602599318182,-0.006333733760541478,-0.004740509185895398,-0.005299610366829545,-0.009491955412045457,-0.005702301190888067,-0.004318466146829375,-0.007828160448289205,-0.004102531057888067,-0.007427976352229601,-0.00013897010491119324,-0.0020360268464772726,-0.008045006377109212,-0.003437942807394318,-0.009677367865121078,-0.010014679399212502,-0.0054843275171897726,-0.008231023893423124,-0.005867758931875,-0.007382463690737045,-0.010433564137263126,-0.005681702310516477,-0.006620103890630851,-0.005334317846477972,-0.00314599170283125,-0.004291131914029546,-0.006730602897999432,-0.008684000343171818,-0.008770650726072728,-0.002896256584829545,-0.0035255189029621587,-0.000924083962954602,-0.002683146161097727,-0.0023573334765098868,-0.002300557714470341,-0.0022588084015570504,-0.00616613155167784,-0.010875491827040343,0.00019649568600534084,-0.008556335527175002,-0.00932936674748585,-0.0025780153814393744,-0.004794592473846591,17.57894936255135,-25.188443471430624,0.8694569076022728,0.21009008980168642,0.6382854147954545,0.5424441528473862,0.398482,0.318911,0.000909274,0.00273625,0.025118,1,0.261894,-0.362684,0.0213058,-0.199702,-0.321636,-0.551921,-0.357918,-0.30681,0,0.965097,0.239432,0.0318845,0.125498,-0.183719,0.14735,0.287406,-0.150168,0,0,0.900629,-0.148733,0.00964554,0.0870967,-0.0919321,-0.0127329,0.228387,0,0,0,0.988134,0.212583,-0.197244,-0.228588,-0.477369,0.0931358,0,0,0,0,0.948201,-0.133149,0.455902,0.0933635,0.308922,0,0,0,0,0,0.893632,0.343332,-0.0686849,0.11489,0,0,0,0,0,0,0.535952,0.206654,-0.411764,0,0,0,0,0,0,0,0.71071,0.242649,0,0,0,0,0,0,0,0,0.696722,4.259327505639241,6.107135911960268,1.2267170669990801,-0.011013783553253116,-0.007464476197506139,-0.0068056251857001315,-0.003580396583944626,-0.0014780993700725374,-0.009706664308840447
0.05,4.575939951506079,5.796157921441478,-2.594428979318182,-2.5366412582954547,0.10554566792613639,1.0465103443181822,0.9753257241477271,0.03746704276202835,-0.0019320256052368183,-0.005638133487443182,1.1922189037761364,0.030832825691812508,0.029873608700998856,-0.7290581205402045,4.53964174081733,3.932558779294319,4.3163907742965915,4.629533061248625,4.979707782470569,4.83433898757587,4.58825740988801,4.002029304798295,5.53302533462858,5.528266764133068,5.902310848131817,6.444164140375,5.404378353811796,6.283913872115282,5.030726856428238,1.0113396256590907,1.1675461341671594,1.2583110662478978,1.2665350984090908,1.2808871793352272,1.250209796608239,1.197662599318182,-0.006669323760541478,-0.008665699185895399,-0.006314950366829545,-0.009434765412045456,-0.005622901190888067,-0.003957776146829375,-0.007444670448289206,-0.0069571610578880675,-0.006146966352229601,-0.00045045720491119324,-0.0019632868464772727,-0.004949866377109213,-0.0030544528073943177,-0.007437867865121077,-0.0006593203992125013,-0.005299367517189773,-0.007027783893423125,-0.005842628931875,-0.010152443690737045,-0.0035733641372631252,-0.006275742310516477,-0.00713285389063085,-0.004645297846477972,-0.00777946170283125,-0.005399491914029546,-0.004586292897999432,-0.009021530343171817,-0.006353480726072728,-0.0027738865848295447,-0.0040651089029621595,-0.001341165962954602,-0.0030285061610977274,-0.0012270064765098866,-0.002321667714470341,-0.00272750840155705,-0.007161521551677839,-0.008221641827040344,-0.0035606063139946593,-0.009062115527175,-0.00428334674748585,-0.009685615381439375,-0.006631732473846591,17.530649362551348,-28.36184347143062,0.8815209076022729,0.1854070898016864,0.6410534147954545,0.49413015284738626,0.331651,0.456603,0.00125905,0.0018445,0.0568692,1,0.269864,0.470849,-0.35635,0.222406,-0.180885,0.602417,0.149443,0.233775,0,0.962898,-0.23685,0.132341,0.372567,0.327361,-0.344029,-0.374586,-0.30579,0,0,0.849826,0.126073,0.152505,-0.361906,-0.0142895,-0.248356,-0.188035,0,0,0,0.9163,-0.359902,-0.0670871,0.0105656,0.0507453,0.171118,0,0,0,0,0.811752,0.0611559,-0.578983,0.326376,0.128658,0,0,0,0,0,0.849057,-0.234039,-0.0382036,-0.196993,0,0,0,0,0,0,0.358366,-0.279941,0.0652267,0,0,0,0,0,0,0,0.765995,0.0926634,0,0,0,0,0,0,0,0,0.847941,5.171545303865178,5.893751896220548,1.2109329913184785,-0.008562805762559465,-0.003084611243715523,-0.0034226151075343165,-0.004734837147544583,-0.0030243029469769595,-0.0061927545344354715
0.05,4.824489951506079,6.373387921441478,-2.608968979318182,-2.603861258295455,0.09998106792613638,1.0334303443181823,1.0204617241477272,0.09817994276202835,-0.002351255605236818,-0.005625413487443182,1.1810089037761364,0.028202125691812508,0.039974308700998856,-0.7648491205402044,4.93127174081733,4.383388779294319,4.783330774296592,4.778113061248626,5.310847782470568,5.12490898757587,4.9517074098880105,4.093549304798295,6.43852533462858,5.725226764133068,6.541540848131818,7.150824140375,6.012668353811796,6.9051538721152825,5.619716856428238,1.1502196256590909,1.1045961341671593,1.3064110662478978,1.2830150984090907,1.257517179335227,1.364929796608239,1.191192599318182,-0.004981423760541478,-0.005163379185895398,-0.006121600366829545,-0.009077855412045458,-0.007068221190888067,-0.0034001461468293748,-0.0012782834482892053,-0.005301601057888067,-0.0109078463522296,0.00015743889508880676,-0.0016318768464772728,-0.0037951263771092126,-0.0033241928073943178,-0.005532707865121078,-0.0029178393992125014,-0.005359137517189773,-0.006859363893423125,-0.005952988931875,-0.006163713690737045,-0.006921594137263125,-0.004645002310516478,-0.00879263389063085,-0.003520197846477972,-0.00877447170283125,-0.005440381914029546,-0.010478432897999431,-0.007519870343171817,-0.006566400726072728,-0.0029675465848295448,-0.003220748902962159,-0.000976313962954602,-0.0026610461610977274,-0.0007953124765098865,-0.001917527714470341,-0.00219157840155705,-0.005740311551677839,-0.004503281827040343,-0.006222396313994659,-0.008234745527175001,-0.00444951674748585,-0.0064667053814393746,-0.006475892473846591,13.204249362551348,-32.29664347143063,0.9356369076022728,0.21065808980168643,0.6374204147954545,0.4495741528473862,0.280536,0.384935,0.00149932,0.00195152,0.0785259,1,0.165241,0.19201,-0.342203,-0.289016,-0.39571,0.302365,0.160826,0.10959,0,0.986253,0.135256,-0.226024,0.277302,0.241406,0.136672,-0.398889,-0.134102,0,0,0.972028,0.290518,0.240704,-0.125639,-0.110915,-0.257063,-0.432818,0,0,0,0.864528,-0.326892,0.0410798,0.083737,0.39302,-0.0843402,0,0,0,0,0.821448,-0.204361,-0.523941,0.608113,-0.0250209,0,0,0,0,0,0.851998,-0.192812,-0.15581,0.00744796,0,0,0,0,0,0,0.74759,-0.254679,-0.233495,0,0,0,0,0,0,0,0.368153,0.579243,0,0,0,0,0,0,0,0,0.620353,4.47633319526064,5.753754952935439,1.0966463588587358,-0.003472337178059382,-0.0054484335571822135,-0.003977603131499711,-0.0077848317173703045,-0.0014013165030758346,-0.005147456197519228
0.05,4.403319951506079,5.210877921441478,-2.630878979318182,-2.520141258295455,0.10594666792613638,0.9346633443181822,1.0328717241477272,0.13772694276202835,-0.002108005605236818,-0.006782783487443183,1.1093389037761363,0.030925825691812507,0.030708908700998856,-0.6225261205402044,3.8981517408173296,4.496828779294319,4.381360774296592,4.829643061248626,5.085037782470568,4.4746389875758705,4.851667409888011,4.514379304798295,5.28082533462858,5.438666764133068,6.191580848131817,6.472664140375,5.474678353811797,5.875563872115283,4.802856856428238,0.8659046256590908,0.8930171341671593,1.519311066247898,1.2649650984090908,1.2869471793352272,1.379119796608239,1.199142599318182,-0.009989223760541479,-0.003897789185895398,-0.007947530366829544,-0.009527655412045456,-0.0031500911908880673,-0.004007976146829375,-0.009274770448289206,-0.007886961057888067,-0.004543146352229601,-0.0002548372049111932,-0.0021993568464772732,-0.0027572363771092125,-0.0031343528073943176,-0.009384637865121077,-0.007491469399212501,-0.010209117517189774,-0.008534763893423124,-0.006039968931875,-0.007504873690737045,-0.006830014137263125,-0.004359972310516477,-0.006270033890630851,-0.005602427846477972,-0.00760192170283125,-0.006352281914029546,-0.004729272897999432,-0.008800360343171817,-0.007678650726072728,-0.003158746584829545,-0.003708408902962159,-0.001545845962954602,-0.002626186161097727,-0.0013118534765098864,-0.002160627714470341,-0.00233765840155705,-0.009402911551677839,-0.0021304818270403434,-0.007441456313994659,-0.008215355527175,-0.0062250967474858495,-0.005909475381439375,-0.008244852473846591,12.178749362551347,-21.52214347143062,0.8896879076022728,0.18787608980168644,0.6410084147954546,0.5824091528473863,0.21005,0.473782,0.000818869,0.00248027,0.17461,1,0.599962,0.350077,-0.073263,0.552884,0.265441,-0.315045,-0.18034,-0.329032,0,0.800028,-0.249574,-0.243353,0.524616,-0.236377,0.161748,0.170848,0.0087708,0,0,0.902862,-0.1877,0.219751,-0.312835,0.0915955,0.474456,0.255929,0,0,0,0.948778,0.203659,0.0768931,-0.282377,0.218697,0.17271,0,0,0,0,0.573873,-0.19761,0.547537,-0.410497,0.275453,0,0,0,0,0,0.854891,-0.134165,-0.061322,0.0398972,0,0,0,0,0,0,0.684588,-0.21655,0.177594,0,0,0,0,0,0,0,0.667974,-0.60377,0,0,0,0,0,0,0,0,0.568144,4.2932809152549485,4.824624853742717,1.002264637061362,-0.005007585926189897,-0.006819956747616171,-0.007426791698315383,-0.005386592549389737,-0.004457053521878105,-0.002393341347787319
0.05,4.491499951506079,5.390857921441478,-2.609538979318182,-2.541611258295455,0.10218866792613639,0.9676543443181822,1.0931917241477271,0.19422294276202834,-0.0024417156052368182,-0.006466153487443183,1.0993789037761363,0.031540325691812504,0.029276708700998855,-0.6429531205402044,4.05493174081733,4.509678779294319,4.500800774296592,4.834163061248626,5.026837782470569,4.64459898757587,4.798617409888011,4.575259304798295,5.5113653346285805,5.701886764133068,6.539470848131817,6.625364140375,5.673588353811796,6.013053872115282,5.013486856428238,1.0197096256590907,0.8155771341671593,1.5230210662478978,1.2438550984090908,1.3280871793352271,1.349179796608239,1.188272599318182,-0.007190343760541478,-0.005387289185895398,-0.005720600366829544,-0.009331485412045457,-0.0023814111908880675,-0.0034980061468293747,-0.003915610448289205,-0.006522471057888067,-0.0048566663522296005,-0.0011546761049111933,-0.0019922068464772727,-0.0021212063771092124,-0.003238732807394318,-0.007164797865121078,-0.0076003893992125015,-0.007103537517189773,-0.007165183893423125,-0.005941178931875,-0.008016003690737045,-0.004739014137263125,-0.005133222310516478,-0.00463860389063085,-0.008291837846477973,-0.008405781702831249,-0.0046435819140295456,-0.007788052897999432,-0.007834830343171817,-0.010351990726072728,-0.002836746584829545,-0.0036397889029621587,-0.001552085962954602,-0.0025716861610977273,-0.0010569714765098865,-0.002078867714470341,-0.0023859484015570503,-0.00769933155167784,-0.005932231827040343,-0.004548696313994659,-0.008146435527175,-0.00611669674748585,-0.0059336353814393745,-0.00781399247384659,13.561549362551347,-20.894943471430622,0.9155479076022728,0.19855608980168643,0.6372664147954545,0.5405691528473863,0.179559,0.495774,0.000774267,0.00218717,0.175883,1,0.737798,0.421567,-0.232669,0.545856,0.266743,-0.152348,-0.15594,-0.310298,0,0.675021,-0.277235,-0.291907,0.535708,-0.214523,0.211321,0.235393,0.299809,0,0,0.863379,0.217344,0.265883,-0.119373,0.0942062,0.720101,0.493771,0,0,0,0.901896,0.255159,0.15052,-0.538427,0.117388,0.18103,0,0,0,0,0.528449,-0.214076,0.525343,-0.134182,0.29,0,0,0,0,0,0.894479,-0.157931,0.125551,-0.0165892,0,0,0,0,0,0,0.576566,-0.105561,0.125485,0,0,0,0,0,0,0,0.585693,-0.392014,0,0,0,0,0,0,0,0,0.532401,4.448565011599518,5.2401865748791465,1.0693896820874476,-0.006757575374843809,-0.008654920285156012,-0.007108518437311518,-0.006913628204661235,-0.0023880013638929625,-0.008879840331596304
0.05,4.848769951506079,5.969457921441478,-2.650698979318182,-2.641291258295455,0.10562266792613638,0.8738493443181822,1.1171017241477272,0.03767634276202835,-0.0017464056052368183,-0.005603673487443182,1.2973789037761363,0.020266725691812506,0.036521408700998854,-0.6853671205402044,4.90239174081733,4.286348779294319,4.597750774296592,5.1122330612486255,5.328137782470568,4.77948898757587,5.216477409888011,4.256069304798295,5.97369533462858,5.553206764133068,6.307700848131817,6.984344140375,6.215818353811796,6.365793872115282,5.604076856428238,0.7503756256590908,0.9783711341671593,1.4348010662478978,1.2761350984090907,1.2852471793352271,1.434779796608239,1.2022925993181819,-0.007463823760541478,-0.004401819185895398,-0.006083620366829545,-0.009122125412045457,-0.0027410211908880672,-0.004080456146829375,-0.005970420448289205,-0.009696861057888067,-0.010954646352229602,-0.00020122410491119324,-0.0016824868464772728,-0.008907306377109212,-0.0028201928073943176,-0.007999577865121076,-0.004231779399212501,-0.006955267517189773,-0.004193743893423125,-0.005845838931875,-0.007677333690737045,-0.003069004137263125,-0.0032021823105164776,-0.00681996389063085,-0.004957177846477972,-0.00758231170283125,-0.006101501914029545,-0.0064331928979994325,-0.008356420343171817,-0.010092410726072728,-0.002815786584829545,-0.003306018902962159,-0.001288175962954602,-0.0025747261610977274,-0.0016266434765098866,-0.001953257714470341,-0.0021399984015570504,-0.0022421215516778394,-0.001502991827040343,-0.00851830631399466,-0.007896405527175,-0.006464936747485849,-0.004009965381439375,-0.006442342473846591,25.15224936255135,-25.35444347143062,0.8898499076022728,0.20038908980168643,0.6360474147954546,0.5312471528473862,0.211193,0.296118,0.000695711,0.00233454,0.193083,1,0.292001,0.483572,0.172994,0.527461,-0.187226,0.313984,0.126564,-0.162894,0,0.956418,-0.122933,0.0206896,0.0307104,0.0424024,-0.16532,-0.18846,-0.306617,0,0,0.866629,0.126718,-0.153457,0.134393,-0.0476757,0.22225,-0.399831,0,0,0,0.976518,-0.217698,-0.292151,0.291521,0.200094,-0.136469,0,0,0,0,0.806164,0.178727,-0.394561,0.156625,-0.320243,0,0,0,0,0,0.909831,-0.0088611,-0.175029,-0.00829903,0,0,0,0,0,0,0.794399,0.0701902,-0.293659,0,0,0,0,0,0,0,0.893834,-0.0445942,0,0,0,0,0,0,0,0,0.714223,4.76529510310813,6.124059122793502,1.2977611594065865,-0.005626573858549043,-0.007060937547787355,-0.006721134077031274,-0.005522924123720343,-0.0016390913858989815,-0.005829984710536611
0.05,4.879039951506079,5.916837921441478,-2.671418979318182,-2.5904612582954547,0.10590666792613639,0.9218723443181822,1.1571817241477271,0.14874294276202835,-0.001966715605236818,-0.005518963487443182,1.2961089037761364,0.029965625691812506,0.044937208700998856,-0.6512551205402044,4.73594174081733,4.358908779294319,4.729870774296591,5.361613061248626,5.2808577824705685,5.0020889875758705,5.220187409888011,4.482359304798296,6.1107453346285805,5.576106764133068,6.328130848131817,6.831034140375,6.3303983538117965,6.1964238721152824,5.431896856428238,1.0064396256590908,0.9909921341671593,1.5448210662478978,1.2563450984090907,1.3553371793352271,1.368369796608239,1.2034425993181819,-0.006091883760541478,-0.0052547291858953986,-0.0066354203668295446,-0.009176815412045456,-0.0066356911908880675,-0.004352516146829374,-0.006421710448289205,-0.010522501057888066,-0.006750986352229601,-0.0005269671049111932,-0.001891386846477273,-0.003913576377109212,-0.0025975228073943177,-0.010257297865121077,-0.006271129399212501,-0.005814017517189773,-0.0027972838934231248,-0.0060402889318749995,-0.006097473690737046,-0.0041291941372631254,-0.007361682310516478,-0.00795093389063085,-0.007082317846477972,-0.00639825170283125,-0.008978451914029545,-0.0051548228979994325,-0.007786770343171817,-0.003453770726072728,-0.002922866584829545,-0.003438188902962159,-0.0011743039629546021,-0.0026025761610977273,-0.0022252534765098866,-0.002304117714470341,-0.0023187784015570503,-0.0028830615516778394,-0.007280061827040343,-0.00856421631399466,-0.008602005527175001,-0.00623055674748585,-0.008282525381439376,-0.0035190624738465903,25.144249362551346,-26.166043471430623,0.9272599076022728,0.19665808980168642,0.6414364147954545,0.5416601528473862,0.256305,0.401371,0.000930759,0.00231616,0.156854,1,0.379875,0.45221,0.0533588,0.701515,0.282682,-0.132091,-0.264483,-0.356186,0,0.925038,-0.122008,-0.204105,0.0788499,-0.143243,-0.011433,-0.160893,0.221828,0,0,0.883527,-0.442389,0.0274134,0.163654,-0.136931,-0.00448162,-0.401873,0,0,0,0.871657,-0.111776,0.313908,0.367059,-0.0799231,0.361547,0,0,0,0,0.698866,-0.0508357,-0.117719,0.580548,-0.439411,0,0,0,0,0,0.878446,-0.364963,0.336467,-0.0622747,0,0,0,0,0,0,0.825762,0.128619,0.118677,0,0,0,0,0,0,0,0.65648,0.431406,0,0,0,0,0,0,0,0,0.366811,4.9613366451114,5.737729441867655,1.2475987576159708,-0.0037416920705668896,-0.004179871534589323,-0.007657284409597972,-0.0014818995192490544,-0.002046065687500398,-0.005084168181631591
